032,112025,1333919,3,032307202510260006,0.00,10.00,0,34,1,0.00,0
032,112025,1333959,2,032307202510260011,0.00,5.00,0,3,1,0.00,0
032,112025,1334169,1,032307202510270002,0.00,1424.00,0,577,28,0.00,0
032,112025,1334210,4,032307202510270007,0.00,180.00,0,21,3,0.00,0
032,112025,1334240,3,032307202510270006,0.00,51.00,0,139,10,0.00,0
032,112025,1334251,4,032307202510270001,0.00,5.00,0,4,1,0.00,0
032,112025,1334291,5,032307202510270010,0.00,34.00,0,23,9,0.00,0
032,112025,1334294,2,032307202510270014,0.00,5.00,0,9,1,0.00,0
032,112025,1334319,4,032307202510270004,0.00,100.00,0,6,1,0.00,0
032,112025,1334357,1,032307202510270012,0.00,1176.00,0,404,82,0.00,0
032,112025,1334544,4,032307202510280008,0.00,18.00,0,1,2,0.00,0
