032,112025,922,1,2,2,1,0.000,0.000,19
032,112025,924,1,2,16,1,0.000,0.000,19
032,112025,926,1,2,2,2,0.000,0.000,19
032,112025,930,1,2,2,3,0.000,0.000,19
032,112025,934,1,2,2,4,0.000,0.000,19
032,112025,936,1,2,16,4,0.000,0.000,19
032,112025,1471138,1,1,6,3,240185.720,5993801.220,19
032,112025,1471141,1,1,6,5,224807.250,5999201.810,19
032,112025,1471144,1,1,6,1,264031.350,5972697.340,19
032,112025,1471147,1,1,6,5,223643.290,5999032.400,19
032,112025,1471150,1,1,6,5,224165.470,5999122.860,19
032,112025,1471153,1,1,6,5,230782.910,5999109.420,19
032,112025,1471156,1,1,6,5,233031.940,5996873.900,19
032,112025,1471159,1,1,6,5,231848.760,5996691.560,19
032,112025,1471162,1,1,6,5,237097.330,5999126.770,19
032,112025,1471165,1,1,6,5,233188.730,6000190.310,19
032,112025,1471168,1,1,6,5,224461.850,5995043.460,19
032,112025,1471171,1,1,6,5,243001.330,5998789.780,19
032,112025,1471177,1,1,6,1,266430.670,5989214.440,19
032,112025,1471199,1,1,6,1,249224.070,5993026.470,19
032,112025,1471202,1,1,6,1,271650.860,5987770.770,19
032,112025,1471205,1,1,6,1,271684.040,5987826.180,19
032,112025,1471208,1,1,6,1,272610.870,5986928.530,19
032,112025,1471212,1,1,6,5,235507.030,6001232.240,19
032,112025,1471215,1,1,6,5,235428.830,6001143.930,19
032,112025,1471218,1,1,6,2,247738.740,5998605.810,19
032,112025,1471221,1,1,6,1,254216.270,5989284.040,19
032,112025,1471224,1,1,6,1,261905.270,5984426.180,19
032,112025,1471227,1,1,6,1,263715.850,5985609.490,19
032,112025,1471230,1,1,6,1,241741.690,5997997.340,19
032,112025,1471233,1,1,6,1,248450.950,5996728.930,19
032,112025,1471237,1,1,6,1,247782.000,5997985.450,19
032,112025,1471240,1,1,6,1,284614.670,5987449.870,19
032,112025,1471243,1,1,6,1,289535.480,5984295.260,19
032,112025,1471246,1,1,6,1,285420.620,5988038.670,19
032,112025,1471249,1,1,6,1,260769.900,5982130.280,19
032,112025,1471252,1,1,6,1,260544.200,5982399.970,19
032,112025,1471255,1,1,6,1,292539.220,5980115.840,19
032,112025,1471258,1,1,6,1,290651.800,5981834.970,19
032,112025,1471261,1,1,6,1,255406.320,5990001.870,19
032,112025,1471264,1,1,6,1,256301.860,5989524.680,19
032,112025,1471267,1,1,6,1,256332.260,5989597.080,19
032,112025,1471270,1,1,6,1,256362.760,5989678.560,19
032,112025,1471273,1,1,6,1,257911.950,5989640.400,19
032,112025,1471276,1,1,6,1,249337.710,5996260.210,19
032,112025,1471279,1,1,6,3,246299.480,5992872.040,19
032,112025,1471282,1,1,6,3,246301.720,5992872.490,19
032,112025,1471286,1,1,6,1,255405.430,5989997.890,19
032,112025,1471289,1,1,6,1,268925.850,5986115.680,19
032,112025,1471292,1,1,6,1,269008.180,5986148.040,19
032,112025,1471295,1,1,6,1,269094.580,5986173.100,19
032,112025,1471298,1,1,6,1,269266.230,5986224.870,19
032,112025,1471301,1,1,6,1,269368.410,5986232.340,19
032,112025,1471304,1,1,6,1,269467.000,5986238.640,19
032,112025,1471307,1,1,6,1,269570.510,5986243.570,19
032,112025,1471310,1,1,6,1,269669.690,5986253.730,19
032,112025,1471313,1,1,6,1,269768.830,5986262.140,19
032,112025,1471316,1,1,6,1,269867.450,5986267.440,19
032,112025,1471319,1,1,6,1,270164.910,5986295.560,19
032,112025,1471322,1,1,6,1,270358.270,5986320.170,19
032,112025,1471325,1,1,6,1,270408.840,5986360.740,19
032,112025,1471328,1,1,6,1,270472.930,5986408.500,19
032,112025,1471331,1,1,6,1,257607.280,5985681.800,19
032,112025,1471334,1,1,6,1,255470.400,5987234.990,19
032,112025,1471337,1,1,6,1,255492.750,5987223.990,19
032,112025,1471340,1,1,6,1,249363.850,5992761.510,19
032,112025,1471343,1,1,6,1,255512.520,5987206.240,19
032,112025,1471346,1,1,6,1,255534.560,5987183.730,19
032,112025,1471349,1,1,6,1,255577.480,5987137.630,19
032,112025,1471353,1,1,6,1,255614.700,5987098.350,19
032,112025,1471356,1,1,6,1,255649.220,5987062.490,19
032,112025,1471359,1,1,6,1,255689.210,5987018.950,19
032,112025,1471362,1,1,6,1,255723.400,5986981.720,19
032,112025,1471365,1,1,6,1,255755.580,5986946.680,19
032,112025,1471368,1,1,6,1,255795.050,5986901.780,19
032,112025,1471371,1,1,6,1,255835.250,5986858.390,19
032,112025,1471374,1,1,6,1,255883.350,5986806.490,19
032,112025,1471377,1,1,6,1,255951.320,5986733.170,19
032,112025,1471380,1,1,6,1,256011.750,5986665.960,19
032,112025,1471383,1,1,6,1,256065.690,5986605.030,19
032,112025,1471386,1,1,6,1,256123.890,5986544.720,19
032,112025,1471392,1,1,6,1,256243.230,5986443.440,19
032,112025,1471395,1,1,6,1,256293.770,5986428.640,19
032,112025,1471398,1,1,6,1,256373.970,5986412.920,19
032,112025,1471401,1,1,6,1,256509.250,5986386.730,19
032,112025,1471404,1,1,6,1,256532.940,5986381.870,19
032,112025,1471407,1,1,6,1,256591.190,5986369.950,19
032,112025,1471410,1,1,6,1,256670.460,5986353.720,19
032,112025,1471413,1,1,6,1,253690.730,5988774.650,19
032,112025,1471416,1,1,6,1,253722.410,5988734.340,19
032,112025,1471420,1,1,6,1,253747.160,5988703.560,19
032,112025,1471424,1,1,6,1,253776.550,5988665.490,19
032,112025,1471428,1,1,6,1,253810.400,5988627.160,19
032,112025,1471432,1,1,6,1,253842.710,5988585.980,19
032,112025,1471436,1,1,6,1,253935.350,5988454.230,19
032,112025,1471440,1,1,6,1,253979.720,5988380.350,19
032,112025,1471444,1,1,6,1,254017.350,5988323.190,19
032,112025,1471448,1,1,6,1,254045.460,5988276.020,19
032,112025,1471452,1,1,6,1,254073.410,5988233.230,19
032,112025,1471456,1,1,6,1,254099.590,5988193.140,19
032,112025,1471460,1,1,6,1,254130.030,5988140.200,19
032,112025,1471463,1,1,6,1,254161.480,5988087.420,19
032,112025,1471466,1,1,6,1,254185.130,5988053.840,19
032,112025,1471469,1,1,6,1,254216.350,5988010.430,19
032,112025,1471472,1,1,6,1,254263.330,5987966.150,19
032,112025,1471476,1,1,6,1,254294.650,5987936.530,19
032,112025,1471480,1,1,6,1,254328.100,5987903.910,19
032,112025,1471484,1,1,6,1,254361.700,5987873.250,19
032,112025,1471488,1,1,6,1,254393.880,5987841.730,19
032,112025,1471492,1,1,6,1,254425.010,5987811.240,19
032,112025,1471496,1,1,6,1,254458.600,5987778.400,19
032,112025,1471500,1,1,6,1,254489.840,5987746.290,19
032,112025,1471503,1,1,6,1,256503.230,5983828.240,19
032,112025,1471506,1,1,6,1,256469.170,5983726.970,19
032,112025,1471509,1,1,6,1,256222.810,5983052.720,19
032,112025,1471512,1,1,6,1,256303.170,5983102.740,19
032,112025,1471515,1,1,6,1,256320.560,5983109.870,19
032,112025,1471518,1,1,6,1,256334.570,5983121.270,19
032,112025,1471521,1,1,6,1,256347.130,5983149.670,19
032,112025,1471524,1,1,6,1,256370.360,5983246.110,19
032,112025,1471527,1,1,6,1,256396.470,5983333.790,19
032,112025,1471530,1,1,6,1,256415.150,5983396.260,19
032,112025,1471533,1,1,6,1,256408.490,5983425.950,19
032,112025,1471536,1,1,6,1,256396.180,5983533.670,19
032,112025,1471539,1,1,6,1,250862.560,5989489.240,19
032,112025,1471542,1,1,6,1,250803.090,5989503.260,19
032,112025,1471545,1,1,6,1,254037.490,5980894.480,19
032,112025,1471548,1,1,6,3,252316.480,5986731.810,19
032,112025,1471551,1,1,6,3,252304.640,5986727.230,19
032,112025,1471554,1,1,6,3,252298.250,5986704.050,19
032,112025,1471557,1,1,6,5,242476.510,5999443.970,19
032,112025,1471560,1,1,6,1,264723.240,5983004.950,19
032,112025,1471563,1,1,6,3,233262.860,5989379.380,19
032,112025,1471566,1,1,6,3,248196.230,5990458.370,19
032,112025,1471569,1,1,6,3,248265.990,5990495.920,19
032,112025,1471572,1,1,6,3,248345.210,5990533.070,19
032,112025,1471575,1,1,6,3,248422.670,5990576.110,19
032,112025,1471578,1,1,6,3,248510.320,5990620.690,19
032,112025,1471581,1,1,6,3,247709.640,5989899.080,19
032,112025,1471584,1,1,6,5,234086.400,5993783.340,19
032,112025,1471599,1,1,6,2,244170.480,6001127.650,19
032,112025,1471602,1,1,6,2,244089.830,6001160.820,19
032,112025,1471605,1,1,6,2,244241.220,6001594.740,19
032,112025,1471608,1,1,6,4,226123.930,6020433.590,19
032,112025,1471611,1,1,6,5,238754.220,6018474.030,19
032,112025,1471614,1,1,6,5,239447.390,6014345.160,19
032,112025,1471617,1,1,6,5,236392.590,6002542.940,19
032,112025,1471620,1,1,6,4,227254.270,6024851.040,19
032,112025,1471623,1,1,6,5,231600.660,6007804.190,19
032,112025,1471629,1,1,6,1,255880.170,5994140.950,19
032,112025,1471632,1,1,6,5,237253.050,6004369.470,19
032,112025,1471635,1,1,6,1,264662.250,5990642.170,19
032,112025,1471638,1,1,6,1,265183.870,5990804.510,19
032,112025,1471641,1,1,6,5,235821.340,6013118.210,19
032,112025,1471644,1,1,6,2,254020.920,6003047.960,19
032,112025,1471647,1,1,6,2,254106.660,6002991.980,19
032,112025,1471650,1,1,6,2,254189.920,6002937.050,19
032,112025,1471653,1,1,6,2,254274.220,6002884.830,19
032,112025,1471656,1,1,6,2,254360.300,6002830.410,19
032,112025,1471659,1,1,6,2,254563.390,6002698.850,19
032,112025,1471662,1,1,6,2,254698.990,6002610.120,19
032,112025,1471665,1,1,6,2,254773.380,6002561.990,19
032,112025,1471668,1,1,6,1,258371.710,6000784.620,19
032,112025,1471671,1,1,6,2,257006.860,6001117.840,19
032,112025,1471674,1,1,6,2,257513.410,6000787.890,19
032,112025,1471677,1,1,6,2,258338.930,6000384.410,19
032,112025,1471680,1,1,6,1,257541.460,5991724.420,19
032,112025,1471683,1,1,6,1,257494.420,5991690.470,19
032,112025,1471686,1,1,6,1,257418.490,5991650.520,19
032,112025,1471689,1,1,6,1,257397.610,5991576.670,19
032,112025,1471692,1,1,6,1,257377.770,5991500.330,19
032,112025,1471695,1,1,6,1,257355.540,5991419.930,19
032,112025,1471698,1,1,6,1,257335.700,5991342.850,19
032,112025,1471701,1,1,6,1,257313.440,5991263.850,19
032,112025,1471704,1,1,6,1,257295.270,5991190.860,19
032,112025,1471707,1,1,6,1,258344.660,5992027.810,19
032,112025,1471710,1,1,6,1,258326.810,5991895.030,19
032,112025,1471713,1,1,6,1,256070.670,5996490.960,19
032,112025,1471719,1,1,6,2,256338.080,6001613.750,19
032,112025,1471722,1,1,6,2,256340.700,6001611.710,19
032,112025,1471725,1,1,6,2,256326.890,6001562.160,19
032,112025,1471728,1,1,6,2,256554.490,6001417.380,19
032,112025,1471731,1,1,6,1,257657.370,5991746.260,19
032,112025,1471734,1,1,6,1,257813.550,5996427.700,19
032,112025,1471737,1,1,6,1,257772.540,5996379.200,19
032,112025,1471740,1,1,6,1,257729.200,5996328.950,19
032,112025,1471747,1,1,6,1,267413.730,5992934.260,19
032,112025,1471750,1,1,6,1,263765.480,5991395.520,19
032,112025,1471753,1,1,6,1,294200.750,5977704.960,19
032,112025,1471756,1,1,6,1,294259.480,5977739.520,19
032,112025,1471759,1,1,6,1,294290.050,5977809.300,19
032,112025,1471762,1,1,6,1,294321.350,5977867.150,19
