032,112025,1327415,5,032307202510100004,1,5.00,0.00,0.00
032,112025,1327453,3,032307202510110006,1,2496.00,0.00,0.00
032,112025,1327453,3,032307202510110006,2,1535.00,0.00,0.00
032,112025,1327453,3,032307202510110006,3,415.00,0.00,0.00
032,112025,1327469,4,032307202510110001,1,864.00,0.00,0.00
032,112025,1327484,3,032307202510110005,1,764.00,0.00,0.00
032,112025,1327484,3,032307202510110005,2,770.00,0.00,0.00
032,112025,1327539,1,032307202510110003,1,8573.00,0.00,0.00
032,112025,1327608,1,032307202510110012,1,25.00,0.00,0.00
032,112025,1327618,2,032307202510110008,1,5.00,0.00,0.00
032,112025,1327718,2,032307202510110010,1,3019.00,0.00,0.00
032,112025,1327729,5,032307202510110022,1,53.00,0.00,0.00
032,112025,1327945,1,032307202510110013,1,3.00,0.00,0.00
032,112025,1328009,3,032307202510110015,1,15.00,0.00,0.00
032,112025,1328057,1,032307202510110014,1,3.00,0.00,0.00
032,112025,1328092,1,032307202510110011,1,87.00,0.00,0.00
032,112025,1328276,6,032307202510120002,1,10.00,0.00,0.00
032,112025,1328312,3,032307202510120001,1,50.00,0.00,0.00
032,112025,1328334,6,032307202510120004,1,43.00,0.00,0.00
032,112025,1328434,1,032307202510120007,1,40.00,0.00,0.00
032,112025,1328914,5,032307202510130007,1,15.00,0.00,0.00
032,112025,1328931,5,032307202510130009,1,10.00,0.00,0.00
032,112025,1328962,4,032307202510130008,1,10.00,0.00,0.00
032,112025,1329051,3,032307202510140002,1,5.00,0.00,0.00
032,112025,1329102,4,032307202510140003,1,5.00,0.00,0.00
032,112025,1329243,1,032307202510140005,1,1176.00,0.00,0.00
032,112025,1329253,3,032307202510140006,1,1925.00,0.00,0.00
032,112025,1329357,1,032307202510140007,1,575.00,0.00,0.00
032,112025,1329411,1,032307202510140008,1,50.00,0.00,0.00
032,112025,1329495,6,032307202510150001,1,3.00,0.00,0.00
032,112025,1329497,6,032307202510150006,1,5.00,0.00,0.00
032,112025,1329497,6,032307202510150007,1,15.00,0.00,0.00
032,112025,1329516,1,032307202510150002,1,40.00,0.00,0.00
032,112025,1329523,4,032307202510150003,1,25.00,0.00,0.00
032,112025,1329607,3,032307202510150010,1,15.00,0.00,0.00
032,112025,1329648,6,032307202510150005,1,10.00,0.00,0.00
032,112025,1329745,1,032307202510150009,1,50.00,0.00,0.00
032,112025,1329789,1,032307202510160001,1,5.00,0.00,0.00
032,112025,1330204,1,032307202510160003,1,10.00,0.00,0.00
032,112025,1330270,4,032307202510170001,1,573.00,0.00,0.00
032,112025,1330550,5,032307202510170004,1,13.00,0.00,0.00
032,112025,1330554,4,032307202510170002,1,10.00,0.00,0.00
032,112025,1330615,4,032307202510170003,1,10.00,0.00,0.00
032,112025,1330622,4,032307202510170005,1,10.00,0.00,0.00
